FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Santa Clara,7,431,Investor,General,Comparable,,408-559-2011,2425 SAMARITAN DRIVE,SAN JOSE,95124,RYBA TOMI,CEO,GOODSAMSANJOSE.COM,"HCA HEALTHCARE, INC.",FOSTER EVANS,HOSPITAL MANAGEMENT SERVICES,,05-0380,HSC003801,,474,359,199,27137,10019,4938,4960,0,1462,22609,286,246,71657,4830,1767,591,1054,0,319,5642,60,128,14391,438,21,0,15,0,0,61398,5248,0,5011,0,0,13419,635,0,337,0,0,41.4,54.7,5,5,31,4568,2074,29748,14511,1539,8595,0,2232,43099,778,1796,102298,50720,21719,0,36706,0,14,341739,329859,2492,3592,1511,865,5052611599,4418094284,0,634517315,3295057,533623569,104188803,32938363,64972,0,0,137062194,933745059,443852107,3675014433,1184001461,477887887,162417599,221663231,0,88347234,1093034353,16745887,19873480,3263971132,569427703,191689121,24376670,176564453,0,51034632,746295990,2762739,26489159,1788640467,1601636476,623108845,168762143,377682709,0,0,96593650,1472595608,13028415,0,23779815,0,40906623,0,0,0,0,150407193,46138331,16971156,20365056,0,40850517,358707750,904781,172531,0,0,0,32810137,0,0,147040272,37213397,143991593,0,0,0,0,69725336,11486523,106410704,17755744,192817576,97469431,12121615,40496655,63916737,27219199,20392889,3910287,2505381,0,72773799,785162236,0,159552920,14324888,0,30630128,989670172,104451229,0,577133,884641810,989670172,6264,108974529,-41186279,263771577,171402356,450519809,290966889,0,740520,0,740520,163387,699124277,0,1362,674,2560747,418420,2979167,1236,0,146370,591297,1029372,0,314831,133076,180671,19950,58709,86471,1034773,172983,777580,0,375172,12470,187769,0,1213798,197833,917804,0,425268,13496,210968,0
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-579-7777,1701 SANTA ANITA AVENUE,SOUTH ELMONTE,91733,STANLEY TOY,CEO,WWW.GREATERELMONTE.COM,GREATER EL MONTE COMMUNITY HOSPITAL,LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0738,HSC30615I,ZZT30615I,117,117,41,3254,2733,2435,5044,0,32,568,11,63,14140,549,426,429,627,0,10,123,7,15,2186,104,0,0,0,13,0,11007,0,0,0,3133,0,2173,0,0,0,13,0,33.1,33.1,6.5,5.1,4,0,0,4722,5077,9523,24924,0,627,3145,266,3197,51481,21185,0,0,32391,0,3,20669,9600,212,126,0,0,281434246,218537330,6375438,69272354,90134,61241321,8121167,677309,0,800,0,8797676,39429265,29516690,212488291,41254570,37247919,30474853,66781116,0,270735,7486553,228164,1265689,185009599,10569436,11111885,18119065,43608949,0,1086650,6027494,904047,4997121,96424647,42637975,39952167,39325695,89287349,-6871742,0,875173,7647900,4202320,0,1132211,0,348282,0,6375438,0,0,9140673,8407637,11421462,32196657,0,482212,5866147,0,1757566,0,0,0,93816,0,0,12557396,4722342,10864367,0,0,0,0,7259094,4673287,19037145,2127690,19864605,8785339,1789587,172746,3314060,13303613,412008,1581923,589702,122343,11305395,49684793,0,1441958,4832944,0,85266,56044961,25289472,100000,0,30655489,56044961,21768641,56480809,-47420169,483567,4236095,4719662,3277704,0,0,0,0,0,17990202,0,251,87,444463,82535,526998,175,0,81741,101374,136524,12852,28485,78338,0,0,3839,1310,174697,56842,89954,0,36634,31847,54489,0,219119,64491,103697,0,41933,37288,60470,0
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,San Benito,8,701,District,General,Comparable,Rural,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,MARY CASILLAS,CEO,WWW.HAZELHAWKINS.COM,SAN BENITO HEALTH CARE DISTRICT,MICHAEL LA MATTINA,"PETRAK & ASSOCIATES, INC.",,05-0296,,ZZR00296F,144,136,108,6076,815,26995,1037,0,472,1173,43,977,37588,1010,211,472,325,0,77,401,1,10,2507,25,0,0,0,119,0,7544,0,0,0,30044,0,2321,0,0,0,186,0,71.5,75.7,15,3.3,13,747,449,49905,6834,43511,35272,9,5674,52608,740,5515,200068,23594,83679,6124,87084,0,6,52251,73686,528,1391,315,124,378324988,241947356,0,136377632,10201209,148851921,-2273080,4908593,0,0,0,2635513,77589599,65074904,235660485,45247881,11609493,40916513,16863510,0,4453951,20365974,27950,1074744,140560016,70924843,12906870,43750261,42788180,7164,10579552,53158093,368520,3281489,237764972,82206545,16914092,44072680,48553704,-935776,5390,6870651,36701118,5092974,0,1106661,0,1359317,0,0,0,0,31839433,7547858,41159012,11324179,1774,7449191,35412247,381610,1262328,0,0,164302,65615,4475770,0,28301921,33463911,40060407,0,0,0,0,20167578,7951388,13669470,5237246,56772324,31391539,15437856,7349207,13648189,12716652,3751094,1683248,117076,1538751,4445985,36502229,4293140,56207528,4284247,0,4343311,105630455,28499130,14706676,39375877,23048772,105630455,16535802,44152116,-29851598,95519492,41559465,142493716,86286188,0,0,37661601,41987647,2611770,0,0,570,173,1029092,192718,1221810,48,0,102628,216615,170575,38567,124355,189386,112447,37661,26760,10098,243377,188704,228559,0,187201,89800,91451,0,291824,224422,271391,0,219491,105962,108720,0
106490964,HEALDSBURG HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Sonoma,3,401,Non-Profit,General,Comparable,Rural,707-431-6500,1375 UNIVERSITY AVENUE,HEALDSBURG,95448,DARIAN HARRIS,CEO,HTTPS://HEALDSBURGDISTRICTHOSPITAL.ORG/,NORCAL HEALTHCONNECT,BHARATHA (BHARI) NAOTUNNE,PROVIDENCE,,05-1321,,ZZR00331I,42,28,28,2054,489,1041,4396,0,232,46,0,56,8314,310,53,42,124,0,57,11,0,11,608,25,0,0,0,17,0,2893,0,0,0,5421,0,590,0,0,0,18,0,54.2,81.4,13.7,4.9,0,0,0,7832,1325,451,3512,0,5045,1408,84,646,20303,4655,10403,0,5163,0,3,11805,85530,73,1168,0,0,121788179,70212160,60225,51636244,2490977,62773938,-8646717,20458,0,0,0,-8626259,23354672,44219254,54214253,9161821,2385992,4665339,16601695,0,1928573,486954,0,297076,35527450,32240267,5739442,3356110,18151715,0,19559257,5572177,152982,1488779,86260729,23500293,4612087,4552965,17243305,0,0,12196738,3473416,4304696,0,186958,0,141702,0,0,0,60225,17559435,3471182,3273556,17393488,0,8357637,2345948,0,-765002,0,9674075,0,20458,0,0,12116158,11248514,14546822,0,0,0,0,9493023,2334761,11099324,1935336,26375286,6885869,5684050,2231233,4388463,11357265,2980402,1027853,325256,0,1518261,40730123,0,13619931,1144050,2166231,0,57660335,13006681,0,0,44653654,57660335,24858843,27201150,-17240720,10823949,5957464,17268718,3648787,0,0,0,0,0,0,2356997,221,65,401497,67044,468541,84,0,51464,94034,69708,15452,44200,49345,18772,49042,5004,4476,123561,74304,89338,0,46099,29434,38761,0,143458,82632,111257,0,53079,32548,45567,0
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,4/1/2021,12/31/2021,275,Audited,Excl. Ind. Audit Adj.,Orange,13,1015,Investor,Children,Comparable,,714-289-2400,393 SOUTH TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,CEO,WWW.HEALTHBRIDGECC.COM,"VSC HBO, LLC",JEFF CLARK,"STEVE CLARK & ASSOCIATES, INC.",,05-3308,HSC33308F,,27,27,23,0,0,1392,3901,0,0,764,0,0,6057,0,0,17,20,0,0,26,0,0,63,6,0,0,0,21,0,601,0,0,0,5456,0,36,0,0,0,27,0,81.6,81.6,96.1,16.7,0,0,0,0,0,0,0,0,0,1104,0,0,1104,0,0,0,1104,0,0,0,0,0,0,0,0,35457649,24875931,0,10581718,4278,8642845,1943151,2442,0,0,0,1945593,17393332,0,18064317,0,0,9502073,22042429,0,0,2923926,0,0,34468428,0,0,0,0,0,0,989221,0,0,989221,0,0,7254133,15182152,-239973,0,0,2635508,44111,0,0,0,0,0,0,0,0,0,0,2320226,7027964,0,0,1233528,0,0,0,0,2442,0,0,0,2637024,0,1554180,0,0,0,0,1145075,55156,2566645,684765,3757040,821433,0,900498,690813,625194,398883,657940,166812,0,624232,5828446,0,6205439,0,120961,0,12154846,1360835,0,754159,10039852,12154846,251642,2864716,-87437,6579697,191135,6782767,577328,0,754159,0,754159,0,0,0,25,17,45404,5920,51324,0,0,3889,2297,16479,8530,9356,0,4236,617,0,0,29846,0,7432,0,4853,0,3273,0,33826,0,8548,0,5409,0,3541,0
106331194,HEMET GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Riverside,12,1109,Investor,General,Comparable,,951-652-2811,1117 E. DEVONSHIRE AVE,HEMET,92543,PETER BARONOFF,CEO,WWW.HEMETGLOBALMEDCENTER.COM,"PHYSICIANS FOR HEALTHY HOSPITALS, INC.",TODD SCHROEDER,MOSS ADAMS LLP,,05-0390,HSC30390F,ZZT30390F,417,337,168,11274,10984,3737,17763,0,1237,12518,0,699,58212,1531,1781,462,2154,0,240,2117,0,195,8480,283,0,21,0,113,0,38525,0,4493,0,15194,0,7362,0,779,0,339,0,38.2,47.3,6.9,5.3,18,642,396,9493,11293,4734,27673,0,3385,17532,0,4487,78597,56650,8638,0,0,0,2,251160,124980,1291,755,263,150,748871603,579429898,0,169441705,1611676,180869505,-9816124,0,0,0,0,-9816124,185005977,127906950,435958676,95315578,177776142,37811078,152152093,0,11188720,33840659,0,5503568,513587838,25679891,63325225,12827260,89982859,0,8859920,25563452,0,9045158,235283765,88401614,199692944,13058869,209083531,-6196674,0,14837636,43498616,11631240,0,0,0,5422122,0,0,0,0,31972588,40913548,38752673,37701319,0,3678987,14383792,0,2038798,0,29474038,0,0,0,0,45252081,14519065,44971112,0,0,0,9800969,23870540,4364922,33157258,4933558,59763107,16446948,2047153,2332765,26074912,24521920,3565803,4236125,1458545,0,40422227,321798844,0,19007318,4020023,0,0,344826185,116906488,26114935,1319622,200485140,344826185,0,88400863,-74405355,3730000,35070505,38800505,19793187,0,1466247,0,1466247,146625,257151225,0,768,408,1478607,154925,1633532,227,73,20736,413449,513256,74342,234133,156029,31276,0,26849,8537,663558,159984,320451,0,141890,58140,134584,0,723156,171200,370361,0,157769,63796,147250,0
106190949,HENRY MAYO NEWHALL HOSPITAL,10/1/2020,9/30/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,903,Non-Profit,General,Comparable,,661-253-8000,23845 MCBEAN PARKWAY,VALENCIA,91355-2083,ROGER E. SEAVER,CEO,WWW.HENRYMAYO.COM,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,DONNA ANGLIN,"2552PRO+, LLC",2,05-0624,,,357,357,180,15562,13766,6617,4786,14,1092,17397,136,382,59752,2429,2658,1108,1016,4,198,3917,25,153,11508,315,23,0,19,0,0,50213,6325,0,3214,0,0,10277,990,0,241,0,0,45.9,45.9,5.2,5.2,22,2300,1274,14429,13634,6592,21673,9,2440,48528,311,2939,110555,58411,0,0,53873,0,9,249093,298794,2010,3823,1033,391,2004499045,1638408019,0,366091026,4724426,362587020,8228432,19198785,17728022,0,0,9699195,404733231,262841243,1336924571,291694600,293842253,94962435,102179063,360191,24326271,349804384,1978386,8930742,1168078325,144021130,144014189,43939971,127312333,297523,22512817,332771793,3168770,18382194,836420720,383242555,385481801,115429523,211675179,0,657714,35490181,464796270,34461457,0,5338957,0,1834382,0,0,0,0,51129017,52187993,21943488,17784214,0,10496443,211117876,78875,1353120,0,0,2644567,14359219,0,0,78841141,28342679,105117715,0,0,0,0,51630987,10580482,59024100,29049916,135525542,28294578,14804383,27531777,56514144,30157265,22780999,3778681,1470752,9924397,31804502,289176213,6518748,272171331,7186291,50684666,4218848,629956097,133565886,48385152,237813199,210191860,629956097,66981256,227756902,-173519689,357283437,129926115,506028555,233857224,0,921898,243796320,244718218,6905019,9894824,0,1367,560,2989010,309070,3298080,524,0,253067,729411,826321,18128,282485,341316,0,83121,38406,416755,1043731,252153,596191,0,618390,172581,305964,0,1160522,279089,668151,0,649393,194028,346897,0
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,11/1/2021,12/31/2021,61,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Investor,Psychiatric,PHF,,279-348-7200,4378 AUBURN BOULEVARD,SACRAMENTO,95841,SANTO MIRZA,ADMINISTRATOR,SACRAMENTOHOPECENTER.COM,"UNIVERSAL HEALTH SERVICES, INC.",ELIZABETH GORMLEY,"UNIVERSAL HEALTH SERVICES, INC.",,,,,16,10,5,0,0,0,0,282,0,0,0,0,282,0,0,0,0,17,0,0,0,0,17,0,16,0,0,0,0,0,282,0,0,0,0,0,17,0,0,0,0,28.9,46.2,16.6,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451200,169724,0,281476,0,705105,-423629,20916,0,0,0,-402713,419616,0,31584,0,0,0,0,451200,0,0,0,0,451200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281476,0,0,0,0,0,0,0,0,0,0,321199,0,19211,0,0,0,0,96906,515,171818,95456,384031,41248,60460,0,29487,31150,131545,2021,9428,0,15735,357569,0,6432776,0,0,0,6790345,8144328,0,0,-1353983,6790345,0,451200,-169724,6539440,24881,6564321,131545,0,0,0,0,0,0,7818772,3,2,6811,383,7194,37,0,1192,1358,2547,0,1013,264,437,0,0,0,4683,0,0,0,1280,0,848,0,4918,0,0,0,1360,0,916,0
106344021,HERITAGE OAKS HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,311,Investor,Psychiatric,Comparable,,916-489-3336,4250 AUBURN BLVD,SACRAMENTO,95841,MIKE ZAUNER,GROUP DIRECTOR,WWW.HERITAGEOAKSHOSPITAL.COM,"UNIVERSAL HEALTH SERVICES, INC.",ELIZABETH GORMLEY,"UNIVERSAL HEALTH SERVICES, INC.",,05-4104,,HSM34104G,125,125,120,7537,3677,15892,0,0,7828,5371,186,0,40491,495,265,1511,0,0,766,696,20,0,3753,0,125,0,0,0,0,0,40491,0,0,0,0,0,3753,0,0,0,0,88.7,88.7,10.8,10.8,0,0,0,1827,0,0,0,0,14538,0,24,0,16389,0,0,0,0,0,0,0,0,0,0,0,0,75326695,25113015,0,50213680,1187357,38285763,13115274,2926872,127680,496874,0,15417592,61465338,10541095,3320262,12059200,5883200,25427200,0,0,12524800,8593600,297600,0,64785600,928945,0,0,0,0,9599835,0,12315,0,10541095,2044415,1417410,10786096,0,0,0,7588303,2613336,441188,0,222267,0,0,0,0,0,0,10849156,4426863,14513483,0,0,14405400,5931130,87648,0,0,0,0,0,0,0,17938237,4028462,506217,0,0,0,0,6118650,2400202,5606355,1687640,20797605,3771811,4090166,0,1705605,3850759,1093826,231256,437743,0,2306992,13610329,0,13501551,86892,95918897,45168446,168286115,7291540,0,0,160994575,168286115,0,13530131,-1192820,16682974,3429618,23119576,9618025,0,0,0,0,0,95005919,0,253,98,465169,60493,525662,37,0,31066,130998,119856,17013,66993,54816,43209,1218,0,0,226374,59136,0,0,88962,49733,39832,1132,259153,66581,0,0,99750,54864,43997,1317
106362041,HI-DESERT MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,San Bernardino,12,1214,Investor,General,Comparable,Rural,760-366-6262,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,KAREN FAULIS,CEO,WWW.DESERTCARENETWORK.COM,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0279,HSC30219H,,179,179,157,2537,2337,25947,8899,0,1429,858,1,351,42359,418,385,614,268,0,76,144,0,25,1930,59,0,0,0,120,0,5796,0,0,0,36563,0,1741,0,0,0,189,0,64.8,64.8,21.9,3.3,0,495,321,9556,7083,15438,6069,0,4997,5086,2,1094,49325,23234,577,4967,20828,0,2,31875,75585,292,561,151,93,433288200,347887184,0,85401016,555624,79863646,6092994,35109,33714,0,0,6094389,97299171,95862018,240127011,35815730,36958367,67965858,30147430,0,8325392,18694619,37915,1532525,199477836,40423114,39593565,67823343,30765405,0,13122876,35221278,2258,6858525,233810364,64931676,66352355,94688748,50557972,-429752,0,16508531,43618733,2256014,0,3322235,0,6080672,0,0,0,0,11307168,10199577,38975237,9627769,0,4939737,10297164,0,54364,0,0,0,0,0,0,14528656,8313815,20252885,0,0,0,0,13648672,5739589,8529339,8850690,25162215,11651800,3995398,5558331,6766572,14022643,1767103,3991318,1019391,1701645,4227230,24339955,0,30612991,2885576,13485,3121369,60973376,17896391,248989,27032276,15795720,60973376,0,40003546,-26431956,10046489,4709337,33728566,3115575,0,27346190,0,27346190,313914,0,8375362,361,157,716053,88971,805024,134,0,64407,136971,122490,60374,91671,77178,98360,10513,51868,2221,255453,84105,172635,0,141502,5746,56612,0,279478,97341,196259,0,159672,6241,66033,0
106010846,HIGHLAND HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Alameda,5,417,City/County,General,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,JAMES E.T. JACKSON,CEO,HTTP://WWW.ALAMEDAHEALTHSYSTEM.ORG/,COUNTY OF ALAMEDA,SHEENA SEECHUNG,ALAMEDA HEALTH SYSTEM,1,05-0320,HSC00320W,ZZR00320W,445,434,368,24750,5594,53967,39918,1379,1622,4148,1630,184,133192,3929,984,3026,6286,226,272,698,218,32,15671,232,80,0,28,105,0,64747,22114,0,8068,38263,0,12310,2655,0,588,118,0,82,84.1,8.5,6.1,25,2243,1185,49093,5040,40253,206316,48655,6666,7782,8936,7105,379846,87156,283673,0,26525,0,12,475091,219952,3610,2652,1071,328,3123095958,2563408991,46331751,606018718,44121985,1071475661,-421334958,413643106,0,0,0,-7691852,1033736082,601250074,1488109802,444856552,122171292,422754060,714572120,25922612,33678368,107913996,30509306,2909740,1905288046,198006478,36654600,134983692,560622387,134305746,36051379,51825716,55483064,9874850,1217807912,522520894,132845768,472867089,1102100393,-57138704,160228360,59393004,76876336,23647171,0,70068680,0,0,0,46331751,0,0,120112662,25980124,106109618,255325614,-2,10336743,82863376,1850951,3439632,0,0,0,640,0,0,215042259,269554451,170987147,0,0,0,19145728,198291804,39779672,144993312,13681288,459617179,141533042,39064999,43161878,93147887,258972527,7858588,5464494,10777431,41726,11835910,524916465,0,121643802,14564726,134437820,0,795562813,591711310,261516017,39587702,-97252216,795562813,34899533,598408412,-582208843,60777418,198090971,268270407,146626605,0,17944824,0,39587702,0,0,0,3061,937,5632908,954832,6587740,705,111,223508,1539999,1362399,97728,379854,409089,513942,885061,173638,47690,1805178,1457140,942329,280405,830126,72491,245239,0,2108890,1728781,1108975,294073,972472,86456,288093,0
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1016,Non-Profit,General,Comparable,,949-764-4624,ONE HOAG DRIVE,NEWPORT BEACH,92663,ROBERT BRAITHWAITE,CEO,WWW.HOAG.ORG,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0224,1518951300,,530,530,420,46831,22752,2823,12131,635,1569,50519,798,2820,140878,9660,4866,631,2966,178,376,14269,210,747,33903,491,0,21,18,0,0,129530,0,4156,7192,0,0,32519,0,774,610,0,0,72.8,72.8,4.2,4.2,28,10784,5838,164821,65684,6763,46917,2413,7545,253857,3518,17347,568865,138534,71520,0,354817,824,20,1120721,833010,6091,7240,5211,2127,4181347702,2997128169,90917993,1275137526,55718712,1266370694,64485544,341145928,2606736,0,0,403024736,460382531,302818082,3418147089,732233057,371354745,55609300,160522135,8162892,26654209,656074851,4110916,14520328,2029242433,753826322,260093719,16999265,144495403,8461370,31979908,897262353,6572821,32414108,2152105269,1197377472,538959646,51594585,246707223,0,16624262,9247116,846387849,36743704,0,17733650,0,35752662,40435204,0,0,50482789,287260684,132470260,20433257,56998108,0,36578546,718661503,0,22735168,0,-64563008,2198,304739212,0,0,175517113,57890357,448938928,4516637,21160661,4724662,254201,189825367,42471519,201303836,119767413,394283653,178136998,41231328,19427160,217717461,137080552,92442307,42410261,6366616,16833998,120440360,672029945,2229293033,899838029,86474039,81560394,4251471,3973446911,616406071,0,561027264,2796013576,3973446911,55083952,559138390,-362569571,1178873019,431531865,1836816858,936978829,0,109646198,494400059,645689166,84661902,308210160,266937317,4393,1343,8100474,1222505,9322979,2240,0,758381,2045847,2104646,36906,638575,1203430,730109,397528,13438,171614,1980081,844839,2399847,74072,1624234,569352,601417,6632,2332003,972732,2734155,81659,1831997,636706,726178,7549
106304460,HOAG ORTHOPEDIC INSTITUTE,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1016,Investor,Specialty,Comparable,,949-517-3149,16250 SAND CANYON AVENUE,IRVINE,92618,KIM MIKES,CEO,WWW.ORTHOPEDICHOSPITAL.COM,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0769,1518951300,,70,70,14,2129,714,16,45,0,250,1311,0,26,4491,894,287,3,13,0,128,675,0,11,2011,70,0,0,0,0,0,4491,0,0,0,0,0,2011,0,0,0,0,0,17.6,17.6,2.2,2.2,0,0,0,1665,463,2,3,0,80,1699,0,8,3920,0,0,0,0,0,9,309253,483483,2011,3829,0,0,494824314,350932168,0,143892146,108939,103630824,40370261,103620,199250,0,0,40274631,16468775,370627,477984912,109064377,36359419,659810,1089764,0,15536589,81831744,0,377316,244919019,110164063,29648097,19692,90514,0,5158239,104343786,0,480904,249905295,181204261,45853770,553113,939467,0,0,11974099,109285180,795454,0,323115,0,3709,0,0,0,0,38021301,20088624,68210,240811,0,8428866,76419748,0,624586,0,0,0,4066,0,0,11231614,264566,53204647,0,0,0,0,10059146,4054294,12491643,12324914,25985226,9005142,1892081,1108724,35417174,14139953,1250114,11007861,889296,0,2935253,69611628,0,5675118,0,561505,520000,76368251,18666713,5008849,0,52692689,76368251,49125360,24367741,-8956688,0,14643414,18171407,12496289,0,0,0,0,0,3651832,2981165,239,103,438163,60388,498551,321,0,51027,102985,153922,0,59940,55564,0,14150,0,575,137378,3214,201730,0,54919,0,39861,1061,161662,3396,225886,0,61487,0,45051,1069
